ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsuranceQuoteTobasisInvestmentPolicyPrintoutRelation	printoutRelations	InvestmentLifeInsuranceQuote@InvestmentLifeInsuranceQuoteTobasisInvestmentPolicyPrintoutRelation		InvestmentLifeInsuranceQuoteTobasisInvestmentPolicyPrintoutRelation	Договор (образец)
PrintoutRelation	InvestmentLifeInsuranceQuoteTobasisInvestmentPolicyPrintoutRelation	rootConfiguration	InvestmentLifeInsuranceQuoteTobasisInvestmentPolicyPrintoutRelation@Title	InvestmentLifeInsuranceQuoteTobasisInvestmentPolicyPrintoutRelation	InvestmentLifeInsuranceQuoteTobasisInvestmentPolicyPrintoutRelation	Договор (образец)
