ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
MasterEntityConfiguration	AssetEntity	actors	System	System	System	Система
MasterEntityConfiguration	AssetEntity	actors	AssetEditor	AssetEditor	AssetEditor	Редактирование активов
MasterEntityConfiguration	AssetEntity	actors	AssetViewer	AssetViewer	AssetViewer	Просмотр активов
DataSchema	AssetEntity	field-title	lastUpdateDate	lastUpdateDate	lastUpdateDate	Дата последнего обновления
MasterEntityConfiguration	AssetEntity	rootConfiguration	AssetEntity@Title	AssetEntity	AssetEntity	Предварительный расчет по Активу
MasterEntityConfiguration	AssetEntity	operations	operations@Save@Title	Save	Save	Сохранить
MasterEntityConfiguration	AssetEntity	actors	Agent	Agent	Agent	Агент
DataSchema	AssetEntity	field-title	assetNumber	assetNumber	assetNumber	Номер актива
