ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsurancePolicyTodemoInvPolicyPrintoutRelation	printoutRelations	InvestmentLifeInsurancePolicy@InvestmentLifeInsurancePolicyTodemoInvPolicyPrintoutRelation		InvestmentLifeInsurancePolicyTodemoInvPolicyPrintoutRelation	Договор
PrintoutRelation	InvestmentLifeInsurancePolicyTodemoInvPolicyPrintoutRelation	rootConfiguration	InvestmentLifeInsurancePolicyTodemoInvPolicyPrintoutRelation@Title	InvestmentLifeInsurancePolicyTodemoInvPolicyPrintoutRelation	InvestmentLifeInsurancePolicyTodemoInvPolicyPrintoutRelation	Договор
