ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	RelatedRequestAmendmentsViewUiSchema	ui-label	Type of Document	Type of Document	Тип документа	Type of Document
UiSchema	RelatedRequestAmendmentsViewUiSchema	ui-label	Document number	Document number	Номер документа	Document number
UiSchema	RelatedRequestAmendmentsViewUiSchema	ui-label	Created On	Created On	Создан	Created On
UiSchema	RelatedRequestAmendmentsViewUiSchema	ui-label	Document state	Document state	Статус	Document state
ViewConfiguration	RelatedRequestAmendmentsView	rootConfiguration	RelatedRequestAmendmentsView@Title	RelatedRequestAmendmentsView	Связанные документы	Related documents
ViewConfiguration	RelatedRequestAmendmentsView	actors	General	General	Общее	General
