ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsurancePolicyToConsentEDIPrintoutRelation	printoutRelations	InvestmentLifeInsurancePolicy@InvestmentLifeInsurancePolicyToConsentEDIPrintoutRelation		InvestmentLifeInsurancePolicyToConsentEDIPrintoutRelation	Соглашение об ЭДО
PrintoutRelation	InvestmentLifeInsurancePolicyToConsentEDIPrintoutRelation	rootConfiguration	InvestmentLifeInsurancePolicyToConsentEDIPrintoutRelation@Title	InvestmentLifeInsurancePolicyToConsentEDIPrintoutRelation	InvestmentLifeInsurancePolicyToConsentEDIPrintoutRelation	Соглашение об ЭДО
