ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	OrganisationUnitImplLookup	actors	General	General	General	General
UiSchema	OrganisationUnitImplLookupFiltersContent	ui-label	Name	Name	Наименование	Name
ViewConfiguration	OrganisationUnitImplLookup	rootConfiguration	OrganisationUnitImplLookup@Title	OrganisationUnitImplLookup	Поиск по орг. структуре	OrganisationUnitImplLookup
