ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsuranceQuoteTodriverGuaranteePSBPolicyPrintoutRelation	printoutRelations	InvestmentLifeInsuranceQuote@InvestmentLifeInsuranceQuoteTodriverGuaranteePSBPolicyPrintoutRelation		InvestmentLifeInsuranceQuoteTodriverGuaranteePSBPolicyPrintoutRelation	Договор (образец)
PrintoutRelation	InvestmentLifeInsuranceQuoteTodriverGuaranteePSBPolicyPrintoutRelation	rootConfiguration	InvestmentLifeInsuranceQuoteTodriverGuaranteePSBPolicyPrintoutRelation@Title	InvestmentLifeInsuranceQuoteTodriverGuaranteePSBPolicyPrintoutRelation	InvestmentLifeInsuranceQuoteTodriverGuaranteePSBPolicyPrintoutRelation	Договор (образец)
