ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	ContractVersionsDataSourceResultSchema	field-title	createdOn	createdOn	Создан	createdOn
DataSchema	ContractVersionsDataSourceResultSchema	field-title	contractState	contractState	Статус	contractState
DataSchema	ContractVersionsDataSourceResultSchema	field-title	documentType	documentType	Тип документа	documentType
DataSchema	ContractVersionsDataSourceResultSchema	field-title	documentState	documentState	Статус	documentState
DataSchema	ContractVersionsDataSourceResultSchema	field-title	productDescription	productDescription	Страховой продукт	productDescription
