ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
UiSchema	AllocationViewActionsComponent	ui-label	Actions	Actions	Actions	Действия
UiSchema	AllocationViewActionsComponent	ui-label	Cancel	Cancel	Cancel	Отменить идентификацию
ClientAction	AllocationViewActionsComponentCancelSelected	ui-message	AllocationSuccessfullyCancelled	cancelSelected	Allocation was successfully cancelled	Идентификация отменена
