ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsuranceQuoteToInsuranceRulesPrintoutEpolicyRelation	printoutRelations	InvestmentLifeInsuranceQuote@InvestmentLifeInsuranceQuoteToInsuranceRulesPrintoutEpolicyRelation		InvestmentLifeInsuranceQuoteToInsuranceRulesPrintoutEpolicyRelation	Правила страхования
PrintoutRelation	InvestmentLifeInsuranceQuoteToInsuranceRulesPrintoutEpolicyRelation	rootConfiguration	InvestmentLifeInsuranceQuoteToInsuranceRulesPrintoutEpolicyRelation@Title	InvestmentLifeInsuranceQuoteToInsuranceRulesPrintoutEpolicyRelation	InvestmentLifeInsuranceQuoteToInsuranceRulesPrintoutEpolicyRelation	Правила страхования
