ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	SearchViewSearchButtonsParty	ui-label	Clear	Clear	Очистить	Clear
UiSchema	SearchViewSearchButtonsParty	ui-label	Search	Search	Поиск	Search
