ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
ViewConfiguration	UpdatePaymentDescriptionView	actors	PaymentDistributor	PaymentDistributor	Payment Distributor	Специалист по распределению платежей
ViewConfiguration	UpdatePaymentDescriptionView	actors	ChiefPaymentDistributor	ChiefPaymentDistributor	Chief Payment Distributor	Администратор по распределению платежей
UiSchema	UpdatePaymentDescriptionViewUiSchema	ui-label	New payment description	New payment description	New payment description	Новое назначение платежа
UiSchema	UpdatePaymentDescriptionViewUiSchema	ui-label	Confirm	Confirm	Confirm	Сохранить
UiSchema	UpdatePaymentDescriptionViewUiSchema	ui-label	Close	Close	Close	Закрыть
ViewConfiguration	UpdatePaymentDescriptionView	rootConfiguration	UpdatePaymentDescriptionView@Title	UpdatePaymentDescriptionView	Update payment description	Изменение назначения платежа
ClientAction	UpdatePaymentDescriptionViewUpdatePaymentDescriptionOfSelected	ui-message	PaymentDescriptionChanged	updatePaymentDescriptionOfSelected	Payment description changed	Назначение платежа изменено
