ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
General	Allow Actor	WorkflowDashboard	ViewConfiguration	Agent	Add
General	Allow Actor	CurrentUserActivitiesSearchView	ViewConfiguration	Agent	Add
General	Allow Actor	GroupActivitiesSearchView	ViewConfiguration	Agent	Add
General	Allow Actor	GroupMembersWithAvailabilitiesView	ViewConfiguration	Agent	Add
General	Allow Actor	DocumentActivityHistoryView	ViewConfiguration	General	Add
General	Execute Service	VerificationActivitiesExport	DataExportConfiguration	*	Add
