ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	ApplicationUserGroupSearchView	rootConfiguration	ApplicationUserGroupSearchView@Title	ApplicationUserGroupSearchView	Поиск группы пользователей приложения	Application User Group Search
ViewConfiguration	ApplicationUserGroupSearchView	actors	OrganisationAdministrator	OrganisationAdministrator	Администратор организации	Organisation Administrator
UiSchema	ApplicationUserGroupSearchViewFiltersContent	ui-label	Name	Name	Имя	Name
UiSchema	ApplicationUserGroupSearchViewResultsContent	ui-label	User group code	User group code	Код группы пользователей	User Group Code
UiSchema	ApplicationUserGroupSearchViewResultsContent	ui-label	Name	Name	Имя	Name
