ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	PartyWebsite	ui-label	hasWebsite	hasWebsite	Официальный сайт	hasWebsite
UiSchema	PartyWebsite	ui-label	websiteAddress	websiteAddress	Адрес сайта	websiteAddress
Rule	PartyWebsiteValidatePartyWebsite	rule	validation@websiteAddressIsRequired	validatePartyWebsite	E: Не заполнено поле: Адрес сайта	E: validation@websiteAddressIsRequired
