ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	ContractModificationHistoryView	actors	General	General	Общий	General
UiSchema	ContractModificationHistoryViewUiSchema	ui-label	modificationType	modificationType	Тип модификации	modificationType
UiSchema	ContractModificationHistoryViewUiSchema	ui-label	executedByUser	executedByUser	Выполнено пользователем	executedByUser
UiSchema	ContractModificationHistoryViewUiSchema	ui-label	executedOn	executedOn	Время выполнения	executedOn
ViewConfiguration	ContractModificationHistoryView	rootConfiguration	ContractModificationHistoryView@Title	ContractModificationHistoryView	История модификации	ContractModificationHistoryView
