ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	AttachmentsVerificationTable	ui-label	attachmentsVerification	attachmentsVerification	Информация о верификации вложений	attachmentsVerification
UiSchema	AttachmentsVerificationTable	ui-label	verificationDocumentNumber	verificationDocumentNumber	Номер верификации	verificationDocumentNumber
UiSchema	AttachmentsVerificationTable	ui-label	verificationState	verificationState	Статус верификации	verificationState
UiSchema	AttachmentsVerificationTable	ui-label	verificationDate	verificationDate	Дата верификации	verificationDate
