ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	PartyCountry	field-title	countryShortName	countryShortName	Краткое название страны	countryShortName
DataSchema	PartyCountry	field-title	countryCode	countryCode	Код страны	countryCode
DataSchema	PartyCountry	field-title	countryFullName	countryFullName	Полное название страны	countryFullName
DataSchema	PartyCountry	field-title	alfa2	alfa2	Код страны (alpha-2)	alfa2
DataSchema	PartyCountry	field-title	alfa3	alfa3	Код страны (alpha-3)	alfa3
