ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsuranceQuoteTodemoInvPolicyPrintoutRelation	printoutRelations	InvestmentLifeInsuranceQuote@InvestmentLifeInsuranceQuoteTodemoInvPolicyPrintoutRelation		InvestmentLifeInsuranceQuoteTodemoInvPolicyPrintoutRelation	Договор (образец)
PrintoutRelation	InvestmentLifeInsuranceQuoteTodemoInvPolicyPrintoutRelation	rootConfiguration	InvestmentLifeInsuranceQuoteTodemoInvPolicyPrintoutRelation@Title	InvestmentLifeInsuranceQuoteTodemoInvPolicyPrintoutRelation	InvestmentLifeInsuranceQuoteTodemoInvPolicyPrintoutRelation	Договор (образец)
