ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
Administrator	Allow Actor	SoleProprietor	MasterEntityConfiguration	PartyEditor	Add
Administrator	Allow Actor	SoleProprietor	MasterEntityConfiguration	PartyViewer	Add
PartyViewer	Allow Actor	SoleProprietor	MasterEntityConfiguration	PartyViewer	Add
PartyEditor	Allow Actor	SoleProprietor	MasterEntityConfiguration	PartyEditor	Add
PartyEditorPhoneActuality	Allow Actor	SoleProprietor	MasterEntityConfiguration	PartyEditor	Add
