ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
ViewConfiguration	AADocumentStateHistoryView	actors	General	General	General	Общее
UiSchema	AADocumentStateHistoryViewUiSchema	ui-label	Valid From	Valid From	Valid From	Дата
UiSchema	AADocumentStateHistoryViewUiSchema	ui-label	State	State	State	Статус
UiSchema	AADocumentStateHistoryViewUiSchema	ui-label	State Changed By	State Changed By	State Changed By	Ответственный
ViewConfiguration	AADocumentStateHistoryView	rootConfiguration	AADocumentStateHistoryView@Title	AADocumentStateHistoryView	AADocumentStateHistoryView	История статусов документа
