ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
DocumentRelation	AccidentLifeInsuranceQuoteCopyQuoteRelation	relations	relations@AccidentLifeInsuranceQuoteCopyQuoteRelation@Title	AccidentLifeInsuranceQuoteCopyQuoteRelation	CopyQuote	Копировать заявку
DocumentRelation	AccidentLifeInsuranceQuoteCopyQuoteRelation	rootConfiguration	AccidentLifeInsuranceQuoteCopyQuoteRelation@Title	AccidentLifeInsuranceQuoteCopyQuoteRelation	CopyQuote	Копировать заявку
Rule	AccidentLifeInsuranceQuoteCopyQuoteRelationFlowRule	rule	validation@copyQuoteRestrictions	flowRule	E: validation@copyQuoteRestrictions	E: Копировать заявку может только сотрудник ОПЕРУ или продавец по данной заявке
