ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	PartyExcludedPersons	field-title	excludedPersonName	excludedPersonName	Имя	excludedPersonName
UiSchema	PartyExcludedPersons	ui-label	PartyExcludedPersons	PartyExcludedPersons	Список лиц, исключаемых из списка 3-х лиц по отношению к данному контрагенту	PartyExcludedPersons
UiSchema	PartyExcludedPersons	ui-label	excludedPersonName	excludedPersonName	Имя	excludedPersonName
