ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsurancePolicyToTaxDeductionPrintoutRelation	printoutRelations	InvestmentLifeInsurancePolicy@InvestmentLifeInsurancePolicyToTaxDeductionPrintoutRelation		InvestmentLifeInsurancePolicyToTaxDeductionPrintoutRelation	Памятка по Налоговому вычету
PrintoutRelation	InvestmentLifeInsurancePolicyToTaxDeductionPrintoutRelation	rootConfiguration	InvestmentLifeInsurancePolicyToTaxDeductionPrintoutRelation@Title	InvestmentLifeInsurancePolicyToTaxDeductionPrintoutRelation	InvestmentLifeInsurancePolicyToTaxDeductionPrintoutRelation	Памятка по Налоговому вычету
