ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsurancePolicyToTaxDeduction8PrintoutRelation	printoutRelations	InvestmentLifeInsurancePolicy@InvestmentLifeInsurancePolicyToTaxDeduction8PrintoutRelation		InvestmentLifeInsurancePolicyToTaxDeduction8PrintoutRelation	Памятка по Налоговому вычету 8
PrintoutRelation	InvestmentLifeInsurancePolicyToTaxDeduction8PrintoutRelation	rootConfiguration	InvestmentLifeInsurancePolicyToTaxDeduction8PrintoutRelation@Title	InvestmentLifeInsurancePolicyToTaxDeduction8PrintoutRelation	InvestmentLifeInsurancePolicyToTaxDeduction8PrintoutRelation	Памятка по Налоговому вычету 8
