ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	CollectiveClaimImportFail	actors	ClaimManager	ClaimManager	Урегулирование убытков	ClaimManager
ViewConfiguration	CollectiveClaimImportFail	dataExport	ImportRecordStatusFailedExport	ImportRecordStatusFailedExport	Экспорт	ImportRecordStatusFailedExport
UiSchema	CollectiveClaimImportFailUiSchema	ui-label	Export	Export	Выгрузить	Export
UiSchema	CollectiveClaimImportFailUiSchema	ui-label	RecordKey	RecordKey	Номер строки	RecordKey
UiSchema	CollectiveClaimImportFailUiSchema	ui-label	ErrorType	ErrorType	Тип ошибки	ErrorType
UiSchema	CollectiveClaimImportFailUiSchema	ui-label	ErrorMessage	ErrorMessage	Текст ошибки	ErrorMessage
ViewConfiguration	CollectiveClaimImportFail	rootConfiguration	CollectiveClaimImportFail@Title	CollectiveClaimImportFail	Ошибки импорта	CollectiveClaimImportFail
