ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	RequestType	enum	requestType@Cancellation	Cancellation	Расторжение	Cancellation
DataSchema	RequestType	enum	requestType@Modification	Modification	Внесение изменений	Modification
