ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	NecessaryImprovements	ui-label	NecessaryImprovementsSection	NecessaryImprovementsSection	Необходимые доработки	Necessary improvements
UiSchema	NecessaryImprovements	ui-label	returnForRevisionReason	returnForRevisionReason	Причина возврата на доработку	Return for revision reason
