ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
UiSchema	CommissionActSearchRgslViewActionsComponent	ui-label	Actions	Actions	Actions	Действия
UiSchema	CommissionActSearchRgslViewActionsComponent	ui-label	Print report	Print report	Print report	Печать реестра
UiSchema	CommissionActSearchRgslViewActionsComponent	ui-label	Set status	Set status	Set status	Изменить статус
UiSchema	CommissionActSearchRgslViewActionsComponent	ui-label	Export report	Export report	Export report	Экспорт реестра
ClientAction	CommissionActSearchRgslViewActionsComponentExportReport	ui-message	DocumentTitle	exportReport	Export report	Экспорт реестра
ClientAction	CommissionActSearchRgslViewActionsComponentSetStatusOnSelection	ui-message	StatusChanged	setStatusOnSelection	Status changed	Статус успешно изменён
