ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	RiskLifeInsuranceNonFinChangeToRiskNonFinChangePrintoutRelation	printoutRelations	RiskLifeInsuranceNonFinChange@RiskLifeInsuranceNonFinChangeToRiskNonFinChangePrintoutRelation		RiskLifeInsuranceNonFinChangeToRiskNonFinChangePrintoutRelation	Информационное письмо ИПД
PrintoutRelation	RiskLifeInsuranceNonFinChangeToRiskNonFinChangePrintoutRelation	rootConfiguration	RiskLifeInsuranceNonFinChangeToRiskNonFinChangePrintoutRelation@Title	RiskLifeInsuranceNonFinChangeToRiskNonFinChangePrintoutRelation	RiskLifeInsuranceNonFinChangeToRiskNonFinChangePrintoutRelation	Информационное письмо ИПД
