ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	CollectiveLifeInsurancePolicyImportFail	dataExport	ImportRecordStatusFailedExport	ImportRecordStatusFailedExport	Экспорт	ImportRecordStatusFailedExport
UiSchema	CollectiveLifeInsurancePolicyImportFailUiSchema	ui-label	Export	Export	Экспорт	Export
UiSchema	CollectiveLifeInsurancePolicyImportFailUiSchema	ui-label	RecordKey	RecordKey	Номер строки	RecordKey
UiSchema	CollectiveLifeInsurancePolicyImportFailUiSchema	ui-label	ErrorType	ErrorType	Тип	ErrorType
UiSchema	CollectiveLifeInsurancePolicyImportFailUiSchema	ui-label	ErrorMessage	ErrorMessage	Описание	ErrorMessage
ViewConfiguration	CollectiveLifeInsurancePolicyImportFail	rootConfiguration	CollectiveLifeInsurancePolicyImportFail@Title	CollectiveLifeInsurancePolicyImportFail	Ошибки при импорте	CollectiveLifeInsurancePolicyImportFail
ViewConfiguration	CollectiveLifeInsurancePolicyImportFail	actors	General	General	General	General
