ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	PartyLicense	field-title	licenseNumber	licenseNumber	Номер лицензии/разрешения	licenseNumber
DataSchema	PartyLicense	field-title	licensingAuthority	licensingAuthority	Наименование органа, выдавшего лицензию (разрешение)	licensingAuthority
DataSchema	PartyLicense	field-title	dateOfIssueOfLicense	dateOfIssueOfLicense	Дата выдачи лицензии (разрешения)	dateOfIssueOfLicense
UiSchema	PartyLicense	ui-label	licenseNumber	licenseNumber	Номер лицензии/разрешения	licenseNumber
UiSchema	PartyLicense	ui-label	licensingAuthority	licensingAuthority	Наименование органа, выдавшего лицензию (разрешение)	licensingAuthority
UiSchema	PartyLicense	ui-label	dateOfIssueOfLicense	dateOfIssueOfLicense	Дата выдачи лицензии (разрешения)	dateOfIssueOfLicense
Rule	PartyLicenseValidatePartyLicense	rule	validation@licenseNumberIsRequired	validatePartyLicense	E: Не заполнено поле: Номер лицензии/разрешения	E: validation@licenseNumberIsRequired
Rule	PartyLicenseValidatePartyLicense	rule	validation@licensingAuthorityIsRequired	validatePartyLicense	E: Не заполнено поле: Наименование органа, выдавшего лицензию (разрешение)	E: validation@licensingAuthorityIsRequired
Rule	PartyLicenseValidatePartyLicense	rule	validation@dateOfIssueOfLicenseIsRequired	validatePartyLicense	E: Не заполнено поле: Дата выдачи лицензии (разрешения)	E: validation@dateOfIssueOfLicenseIsRequired
