ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	SubAgentLoadedDataErrorsFromExcelDataSourceResultSchema	field-title	Import source id	Import source id	Import source id	Import source id
DataSchema	SubAgentLoadedDataErrorsFromExcelDataSourceResultSchema	field-title	Row number	Row number	Row number	Row number
DataSchema	SubAgentLoadedDataErrorsFromExcelDataSourceResultSchema	field-title	Record key	Record key	Record key	Record key
DataSchema	SubAgentLoadedDataErrorsFromExcelDataSourceResultSchema	field-title	Error type	Error type	Error type	Error type
DataSchema	SubAgentLoadedDataErrorsFromExcelDataSourceResultSchema	field-title	Raw data	Raw data	Raw data	Raw data
DataSchema	SubAgentLoadedDataErrorsFromExcelDataSourceResultSchema	field-title	Error message	Error message	Error message	Error message
DataSchema	SubAgentLoadedDataErrorsFromExcelDataSourceResultSchema	field-title	Mapping result	Mapping result	Mapping result	Mapping result
