ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	UserPasswordExcelFailedImports	actors	OrganisationAdministrator	OrganisationAdministrator	Администратор орг. структуры	OrganisationAdministrator
UiSchema	UserPasswordExcelFailedImportsUiSchema	ui-label	Failed imports	Failed imports	Ошибки импорта	Failed imports
UiSchema	UserPasswordExcelFailedImportsUiSchema	ui-label	Export	Export	Экспорт	Export
UiSchema	UserPasswordExcelFailedImportsUiSchema	ui-label	ErrorMessage	ErrorMessage	Сообщение ошибки	UsersExcelFailedImports
UiSchema	UserPasswordExcelFailedImportsUiSchema	ui-label	Username	Username	Имя пользователя	Username
ViewConfiguration	UserPasswordExcelFailedImports	rootConfiguration	UserPasswordExcelFailedImports@Title	UserPasswordExcelFailedImports	Место ошибки	Name Sink
ViewConfiguration	UserPasswordExcelFailedImports	dataExport	UsersPasswordsFailedImportsExport@ExportExcelUserFailed	UsersPasswordsFailedImportsExport@ExportExcelUserFailed	ExportExcelUserFailed	ExportExcelUserFailed
