ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
UiSchema	AccountingCertificatePaymentContract	ui-label	Accounting certificate payment under the contract	Accounting certificate payment under the contract	Accounting certificate payment under the contract	Информация об оплате по договору
UiSchema	AccountingCertificatePaymentContract	ui-label	Amount of premiums paid	Amount of premiums paid	Amount of premiums paid	Сумма расходов на уплату страховых взносов
UiSchema	AccountingCertificatePaymentContract	ui-label	Is manual correction for sum	Is manual correction for sum	Is manual correction for sum	Ручная корректировка
