ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	RelatedDocumentsViewUiSchema	ui-label	Type of Document	Type of Document	Тип документа	Type of Document
UiSchema	RelatedDocumentsViewUiSchema	ui-label	Document number	Document number	Номер документа	Document number
UiSchema	RelatedDocumentsViewUiSchema	ui-label	Created On	Created On	Создан	Created On
UiSchema	RelatedDocumentsViewUiSchema	ui-label	Document state	Document state	Статус	Document state
ViewConfiguration	RelatedDocumentsView	rootConfiguration	RelatedDocumentsView@Title	RelatedDocumentsView	Связанные документы	Related documents
ViewConfiguration	RelatedDocumentsView	actors	General	General	Общее	General
