ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	PartyForeignTaxObl	field-title	foreignTaxObl	foreignTaxObl	Foreign tax obl.	foreignTaxObl
DataSchema	PartyForeignTaxObl	enum	partyForeignTaxObl@yes	yes	Да	yes
DataSchema	PartyForeignTaxObl	enum	partyForeignTaxObl@no	no	Нет	no
DataSchema	PartyForeignTaxObl	enum	partyForeignTaxObl@maybe	maybe	Может быть	maybe
