ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
UiSchema	GiftServices	ui-label	GiftServices	GiftServices	Gift services	Дополнительные сервисы
UiSchema	GiftServices	ui-label	selectedGiftServices	selectedGiftServices	Selected gift service	Выбранный дополнительный сервис
Rule	GiftServicesValidateGiftServices	rule	validation@giftServiceError	validateGiftServices	E: To create a contract, you must select one of the add. services	E: Для оформления договора необходимо выбрать один из доп. сервисов
