ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	EquityLifeInsurancePolicyToFinKnowledgeQuestionnaireHolderRelation	printoutRelations	EquityLifeInsurancePolicy@EquityLifeInsurancePolicyToFinKnowledgeQuestionnaireHolderRelation		EquityLifeInsurancePolicyToFinKnowledgeQuestionnaireHolderRelation	Анкета фин. грамотности
PrintoutRelation	EquityLifeInsurancePolicyToFinKnowledgeQuestionnaireHolderRelation	rootConfiguration	EquityLifeInsurancePolicyToFinKnowledgeQuestionnaireHolderRelation@Title	EquityLifeInsurancePolicyToFinKnowledgeQuestionnaireHolderRelation	EquityLifeInsurancePolicyToFinKnowledgeQuestionnaireHolderRelation	Анкета фин. грамотности
