ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	AADocumentParticipants	field-title	Agent personal number	Agent personal number	Табельный номер	Agent personal number
UiSchema	AADocumentParticipants	ui-label	agent	agent	Агент	agent
UiSchema	AADocumentParticipants	ui-label	agentPartyType	agentPartyType	Тип контрагента	agentPartyType
UiSchema	AADocumentParticipants	ui-label	agentServiceProviderType	agentServiceProviderType	Тип поставщика услуг	agentServiceProviderType
UiSchema	AADocumentParticipants	ui-label	agentpersonalNumber	agentpersonalNumber	Табельный номер	agentpersonalNumber
UiSchema	AADocumentParticipants	ui-label	refreshParticipantsData	refreshParticipantsData	Обновить данные	refreshParticipantsData
UiSchema	AADocumentParticipants	ui-label	bankAccount	bankAccount	Банковские реквизиты	bankAccount
