ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	EndowmentAdministrationView	actors	ClaimDirector	ClaimDirector	УУ - руководитель	ClaimDirector
ViewConfiguration	EndowmentAdministrationView	actors	MethodologyDirector	MethodologyDirector	Директор по методологии	MethodologyDirector
UiSchema	EndowmentAdministrationViewUISchema	ui-label	endowmentAdministrationTab	endowmentAdministrationTab	Управление состоянием	endowmentAdministrationTab
UiSchema	EndowmentAdministrationViewUISchema	ui-label	endowmentsChangeStatus	endowmentsChangeStatus	Дожития / ДИД, ожидающие смену статуса	endowmentsChangeStatus
ViewConfiguration	EndowmentAdministrationView	rootConfiguration	EndowmentAdministrationView@Title	EndowmentAdministrationView	Администрирование Дожитий / ДИД	EndowmentAdministrationView
