ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
ViewConfiguration	ClosedPeriodsHistoryView	actors	Accountant	Accountant	Бухгалтер	Accountant
ViewConfiguration	ClosedPeriodsHistoryView	actors	ChiefAccountant	ChiefAccountant	Главный бухгалтер	ChiefAccountant
ViewConfiguration	ClosedPeriodsHistoryView	rootConfiguration	ClosedPeriodsHistoryView@Title	ClosedPeriodsHistoryView	История	ClosedPeriodsHistoryView
UiSchema	ClosedPeriodsHistoryViewUiSchema	ui-label	createdDate	createdDate	Дата изменения	createdDate
UiSchema	ClosedPeriodsHistoryViewUiSchema	ui-label	periodStatusId	periodStatusId	Статус	periodStatusId
UiSchema	ClosedPeriodsHistoryViewUiSchema	ui-label	username	username	Пользователь	username
