ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
ViewConfiguration	FindAbsentActivitiesRunNewView	actors	Administrator	Administrator	Administrator	Администратор
UiSchema	FindAbsentActivitiesRunNewViewUiSchema	ui-label	Date from	Date from	Date from	Дата с
UiSchema	FindAbsentActivitiesRunNewViewUiSchema	ui-label	Date to	Date to	Date to	Дата до
UiSchema	FindAbsentActivitiesRunNewViewUiSchema	ui-label	Confirm	Confirm	Confirm	Подтвердить
UiSchema	FindAbsentActivitiesRunNewViewUiSchema	ui-label	Close	Close	Close	Закрыть
ViewConfiguration	FindAbsentActivitiesRunNewView	rootConfiguration	FindAbsentActivitiesRunNewView@Title	FindAbsentActivitiesRunNewView	FindAbsentActivitiesRunNewView	Запуск нового поиска утерянных задач
