ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
DocumentRelation	AccidentLifeInsurancePolicyCreateLifeInsuranceRequestRelation	relations	relations@AccidentLifeInsurancePolicyCreateLifeInsuranceRequestRelation@Title	AccidentLifeInsurancePolicyCreateLifeInsuranceRequestRelation	CreateLifeInsuranceRequest	Создать заявку
DocumentRelation	AccidentLifeInsurancePolicyCreateLifeInsuranceRequestRelation	rootConfiguration	AccidentLifeInsurancePolicyCreateLifeInsuranceRequestRelation@Title	AccidentLifeInsurancePolicyCreateLifeInsuranceRequestRelation	CreateLifeInsuranceRequest	Создать заявку
