ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsurancePolicyTomemoGeneticsPowerRelation	printoutRelations	InvestmentLifeInsurancePolicy@InvestmentLifeInsurancePolicyTomemoGeneticsPowerRelation		InvestmentLifeInsurancePolicyTomemoGeneticsPowerRelation	Памятка по сервису Генетический паспорт «Сила генетики»
PrintoutRelation	InvestmentLifeInsurancePolicyTomemoGeneticsPowerRelation	rootConfiguration	InvestmentLifeInsurancePolicyTomemoGeneticsPowerRelation@Title	InvestmentLifeInsurancePolicyTomemoGeneticsPowerRelation	InvestmentLifeInsurancePolicyTomemoGeneticsPowerRelation	Памятка по сервису Генетический паспорт «Сила генетики»
