ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
UiSchema	CommissionActItemSearchRgslViewActionsComponent	ui-label	Actions	Actions	Actions	Действия
UiSchema	CommissionActItemSearchRgslViewActionsComponent	ui-label	Export report	Export report	Export report	Экспорт реестра
ClientAction	CommissionActItemSearchRgslViewActionsComponentExportReport	ui-message	DocumentTitle	exportReport	Export items report	Экспорт реестра строк
