ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
DataSchema	BankStatementItemSourceIdComponent	enum	1@bankStatement	1	Bank statement	Банковская выписка
DataSchema	BankStatementItemSourceIdComponent	enum	2@registry	2	Registry	Реестр
DataSchema	BankStatementItemSourceIdComponent	enum	3@paymentOrder	3	Payment order	РНВ
DataSchema	BankStatementItemSourceIdComponent	enum	4@rsd	4	rsd	РСД
