ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
DataSchema	PaymentFrequency2Code	enum	paymentFrequency2Code@1	1	Single	Единовременно
DataSchema	PaymentFrequency2Code	enum	paymentFrequency2Code@2	2	Partially	Частями
