ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	PartyEmailsAdditionalInfo	field-title	noEmail	noEmail	Нет E-mail	noEmail
UiSchema	PartyEmailsAdditionalInfo	ui-label	noEmail	noEmail	Нет E-mail	noEmail
