ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
OrganisationAdministrator	Allow Actor	Partner	MasterEntityConfiguration	OrganisationAdministrator	Add
OrganisationViewer	Allow Actor	Partner	MasterEntityConfiguration	OrganisationViewer	Add
