ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
OrganisationAdministrator	Allow Actor	ApplicationUserGroup	MasterEntityConfiguration	OrganisationAdministrator	Add
OrganisationAdministrator	Allow Actor	ApplicationUserGroupSearchView	ViewConfiguration	OrganisationAdministrator	Add
General	Execute Service	GetApplicationUserGroupsDataSource	DataSourceConfiguration	*	Add
General	Execute Service	GetApplicationUserRoleDataSource	DataSourceConfiguration	*	Add
