ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
Administrator	Allow Actor	WorkCalendarSearchView	ViewConfiguration	Administrator	Add
Administrator	Allow Actor	WorkCalendar	MasterEntityConfiguration	Administrator	Add
Administrator	Allow Actor	MyCalendarView	ViewConfiguration	Administrator	Add
Administrator	Allow Actor	GroupCalendarView	ViewConfiguration	Administrator	Add
General	Execute Service	WorkCalendarDataSource	DataSourceConfiguration	*	Add
