ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
UiSchema	PartyHistoryChangesViewUiSchema	ui-label	sysUpdatedOn	sysUpdatedOn	sysUpdatedOn	Дата изменения
UiSchema	PartyHistoryChangesViewUiSchema	ui-label	sysUpdatedByUserName	sysUpdatedByUserName	sysUpdatedByUserName	Имя пользователя
ViewConfiguration	PartyHistoryChangesView	rootConfiguration	PartyHistoryChangesView@Title	PartyHistoryChangesView	PartyHistoryChangesView	История изменений
ViewConfiguration	PartyHistoryChangesView	actors	General	General	General	General
UiSchema	PartyHistoryChangesViewUiSchema	ui-label	UpdatePartyHistory	UpdatePartyHistory	UpdatePartyHistory	Обновить
UiSchema	PartyHistoryChangesViewUiSchema	ui-label	attributeRu	attributeRu	attributeRu	Наименование атрибута
UiSchema	PartyHistoryChangesViewUiSchema	ui-label	oldValue	oldValue	oldValue	Старое значение
UiSchema	PartyHistoryChangesViewUiSchema	ui-label	newValue	newValue	newValue	Новое значение
