ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	PartyAddresses	ui-label	addressType	addressType	Тип адреса	addressType
UiSchema	PartyAddresses	ui-label	fullAddress	fullAddress	Полный адрес	Full address
UiSchema	PartyAddresses	ui-label	PartyAddresses	PartyAddresses	Адреса	PartyAddresses
Rule	PartyAddressesValidatePartyAddresses	rule	validation@addressesPeriodsIntercrossing	validatePartyAddresses	E: Обнаружено пересечение периодов актуальности адресов, проверьте даты актуальности	E: validation@addressesPeriodsIntercrossing
UiSchema	PartyAddresses	ui-label	actualFrom	actualFrom	Актуален С	actualFrom
UiSchema	PartyAddresses	ui-label	actualTo	actualTo	Актуален По	actualTo
