ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
DataSchema	Risk	enum	underwriterRatioWithoutTariffication@9.25	9.25	9.25	9.25
DataSchema	Risk	enum	underwriterRatioWithoutTariffication@9.5	9.5	9.5	9.5
DataSchema	Risk	enum	underwriterRatioWithoutTariffication@9.75	9.75	9.75	9.75
DataSchema	Risk	enum	underwriterRatioWithoutTariffication@10	10	10	10
Rule	RiskValidateRisk	rule	validation@endDateMustBeGreaterThanStartDate	validateRisk	E: validation@endDateMustBeGreaterThanStartDate	E: Дата окончания риска должна быть больше даты начала.
UiSchema	Risk	ui-label	endDate	endDate	endDate	Дата окончания
DataSchema	Risk	enum	manualRiskProgram@main	main	main	Основная
DataSchema	Risk	enum	manualRiskProgram@additional	additional	additional	Дополнительная
DataSchema	Risk	enum	manualRiskPerson@insuredPerson	insuredPerson	insuredPerson	Застрахованный
DataSchema	Risk	enum	manualRiskPerson@policyHolder	policyHolder	policyHolder	Страхователь
UiSchema	Risk	ui-label	startDate	startDate	startDate	Дата начала
UiSchema	Risk	ui-label	riskProgram	riskProgram	riskProgram	Программа
UiSchema	Risk	ui-label	riskPerson	riskPerson	riskPerson	Кто застрахован
UiSchema	Risk	ui-label	manualPeriodsCalc	manualPeriodsCalc	manualPeriodsCalc	Расчет по периодам
Rule	RiskValidateRisk	rule	validation@insuredSumMustBeSetForAllPeriods	validateRisk	E: validation@insuredSumMustBeSetForAllPeriods	E: Сумма должна быть указана для всех периодов
DataSchema	Risk	field-title	riskInsuredSumWithoutCashBack	riskInsuredSumWithoutCashBack	riskInsuredSumWithoutCashBack	Страховая сумма без кэшбэка
DataSchema	Risk	field-title	risksGroup	risksGroup	risksGroup	Группа рисков
