ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
ViewConfiguration	SuccessfullyImportedReinsurances	rootConfiguration	SuccessfullyImportedReinsurances@Title	SuccessfullyImportedReinsurances	SuccessfullyImportedReinsurances	Успешно импортированная информация
UiSchema	SuccessfullyImportedReinsurancesUiSchema	ui-label	Contract number	Contract number	Contract number	Договор страхования
UiSchema	SuccessfullyImportedReinsurancesUiSchema	ui-label	Reinsurer share	Reinsurer share	Reinsurer share	Доля перестрахования, %
UiSchema	SuccessfullyImportedReinsurancesUiSchema	ui-label	Reinsurer code	Reinsurer code	Reinsurer code	Перестраховщик
UiSchema	SuccessfullyImportedReinsurancesUiSchema	ui-label	Reinsurance number	Reinsurance number	Reinsurance number	Договор перестрахования
UiSchema	SuccessfullyImportedReinsurancesUiSchema	ui-label	Policy year number	Policy year number	Policy year number	Номер полисного года
ViewConfiguration	SuccessfullyImportedReinsurances	actors	General	General	General	Импорт атрибутов перестрахования
ViewConfiguration	SuccessfullyImportedReinsurances	actors	Administrator	Administrator	Administrator	Администратор
