ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	AccumulatedLifeInsurancePolicyTowcenoasSPolicyPrintoutEpolicyRelation	printoutRelations	AccumulatedLifeInsurancePolicy@AccumulatedLifeInsurancePolicyTowcenoasSPolicyPrintoutEpolicyRelation		AccumulatedLifeInsurancePolicyTowcenoasSPolicyPrintoutEpolicyRelation	Проект договора
PrintoutRelation	AccumulatedLifeInsurancePolicyTowcenoasSPolicyPrintoutEpolicyRelation	rootConfiguration	AccumulatedLifeInsurancePolicyTowcenoasSPolicyPrintoutEpolicyRelation@Title	AccumulatedLifeInsurancePolicyTowcenoasSPolicyPrintoutEpolicyRelation	AccumulatedLifeInsurancePolicyTowcenoasSPolicyPrintoutEpolicyRelation	Проект договора
