ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
DataSchema	PartyEmail	field-title	email	email	E-mail	email
DataSchema	PartyEmail	field-title	isForNewsletters	isForNewsletters	Для информационной рассылки	isForNewsletters
DataSchema	PartyEmail	field-title	isPreferable	isPreferable	Предпочтительно	isPreferable
UiSchema	PartyEmail	ui-label	email	email	E-mail	email
UiSchema	PartyEmail	ui-label	isForNewsletters	isForNewsletters	Для информационной рассылки	isForNewsletters
UiSchema	PartyEmail	ui-label	isPreferable	isPreferable	Предпочтительно	isPreferable
Rule	PartyEmailValidatePartyEmail	rule	validation@emailFormat	validatePartyEmail	E: Формат: *@*.*	E: validation@emailFormat
Rule	PartyEmailValidatePartyEmail	rule	validation@emailDuplicate	validatePartyEmail	E: Такой e-mail уже был добавлен	E: validation@emailDuplicate
