ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	SystemNotificationViewUiSchema	ui-label	NotificationMessage	NotificationMessage	Уведомление	NotificationMessage
UiSchema	SystemNotificationViewUiSchema	ui-label	SendNotification	SendNotification	Отправить уведомление	SendNotification
ViewConfiguration	SystemNotificationView	rootConfiguration	SystemNotificationView@Title	SystemNotificationView	Отправка уведомлений	SystemNotificationView
ViewConfiguration	SystemNotificationView	actors	SystemNotificationAdministrator	SystemNotificationAdministrator	Администратор	SystemNotificationAdministrator
UiSchema	SystemNotificationViewUiSchema	ui-label	Subject	Subject	Уведомление	Subject
UiSchema	SystemNotificationViewUiSchema	ui-label	DeleteNotification	DeleteNotification	Удалить уведомление	DeleteNotification
