ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_ru-RU	Translation_en-US
UiSchema	CancellationAttachmentsTab	ui-label	Attachments	Attachments	Вложения	Attachments
UiSchema	CancellationAttachmentsTab	ui-label	policyAttachments	policyAttachments	Вложения договора	policyAttachments
UiSchema	CancellationAttachmentsTab	ui-label	policyHolderLabel	policyHolderLabel	Вложения страхователя	policyHolderLabel
