ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
DataSchema	TransactionTypeIdComponent	field-title	transactionTypeId	transactionTypeId	Transaction type id	Тип проводки
DataSchema	TransactionTypeIdComponent	enum	transactionTypeIdComponent@1	1	Premium	Начисление страховой премии
DataSchema	TransactionTypeIdComponent	enum	transactionTypeIdComponent@2	2	Invoiced commission (estimation)	Начисление вознаграждения посредникам (Оценка)
DataSchema	TransactionTypeIdComponent	enum	transactionTypeIdComponent@3	3	Invoiced commission (fact)	Начисление вознаграждения посредникам (Факт)
DataSchema	TransactionTypeIdComponent	enum	transactionTypeIdComponent@4	4	Payment destribution	Распределение платежей
DataSchema	TransactionTypeIdComponent	enum	transactionTypeIdComponent@5	5	Payout	Выплаты
DataSchema	TransactionTypeIdComponent	enum	transactionTypeIdComponent@6	6	Reevaluation	Валютная переоценка
DataSchema	TransactionTypeIdComponent	enum	transactionTypeIdComponent@7	7	RSD	РСД
