ApplicationRole	PermissionType	CodeName	ConceptTypeName	AssignedPermission	AssignmentOperator
Administrator	Allow Actor	LegalEntity	MasterEntityConfiguration	PartyEditor	Add
Administrator	Allow Actor	LegalEntity	MasterEntityConfiguration	PartyViewer	Add
PartyViewer	Allow Actor	LegalEntity	MasterEntityConfiguration	PartyViewer	Add
PartyEditor	Allow Actor	LegalEntity	MasterEntityConfiguration	PartyEditor	Add
PartyEditorPhoneActuality	Allow Actor	LegalEntity	MasterEntityConfiguration	PartyEditor	Add
RiskManager	Allow Actor	LegalEntity	MasterEntityConfiguration	RiskManager	Add
PartyEditorAGENT	Allow Actor	LegalEntity	MasterEntityConfiguration	PartyEditor	Add
