ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_ru-RU
PrintoutRelation	InvestmentLifeInsurancePolicyToinvApplicationPrintoutRelation	printoutRelations	InvestmentLifeInsurancePolicy@InvestmentLifeInsurancePolicyToinvApplicationPrintoutRelation		InvestmentLifeInsurancePolicyToinvApplicationPrintoutRelation	Заявление
PrintoutRelation	InvestmentLifeInsurancePolicyToinvApplicationPrintoutRelation	rootConfiguration	InvestmentLifeInsurancePolicyToinvApplicationPrintoutRelation@Title	InvestmentLifeInsurancePolicyToinvApplicationPrintoutRelation	InvestmentLifeInsurancePolicyToinvApplicationPrintoutRelation	Заявление
